설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
맥도날드 앞,경상남도,창원시,경상남도 창원시 마산합포구 월영동서로 20 (해운동),경상남도 창원시 마산합포구 해운동 34,35.17988448,128.5603447,접이식그늘막,,2021,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
월영광장 메인 교통섬,경상남도,창원시,,경상남도 창원시 마산합포구 해운동 1-39,35.1809432,128.5579951,스마트그늘막,,2022,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
월영광장 교통섬 (315대로 1 앞),경상남도,창원시,,경상남도 창원시 마산합포구 해운동 21-4,35.18068497,128.5579463,스마트그늘막,,2022,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
월영광장 교통섬 (315대로 6 다우빌딩 앞),경상남도,창원시,,경상남도 창원시 마산합포구 해운동 4,35.18043925,128.5587528,스마트그늘막,,2022,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
월영광장 교통섬( 마산합포구 315대로 9 월영마크리움 앞),경상남도,창원시,,경상남도 창원시 마산합포구 월남동5가 1-14,35.18107666,128.5583371,스마트그늘막,,2023,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
월영동 마린에시앙 135동 앞,경상남도,창원시,,경상남도 창원시 마산합포구 월영동 727-1,35.17578972,128.5687318,스마트그늘막,,2024,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
마산합포구 마산소방서 소방정대(드림베이대로 75) 앞 교통섬,경상남도,창원시,,경상남도 창원시 마산합포구 월영동 728-1,35.17553971,128.5691893,스마트그늘막,,2024,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
월영광장 교통섬(해안대로 1 삼우빌딩 앞),경상남도,창원시,,경상남도 창원시 마산합포구 월남동5가 5-3,35.1809027,128.558497,스마트그늘막,,2018,,,경상남도 창원시,055-220-4654,2025-01-01,5670000,경상남도 창원시
월영초등학교 주변 횡단보도,경상남도,창원시,경상남도 창원시 마산합포구 3·15대로 141-1 (중앙동1가),경상남도 창원시 마산합포구 중앙동1가 2-1,35.19158045,128.5637721,접이식그늘막,,2017,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
e 편한세상 107동 앞,부산광역시,기장군,,부산광역시 기장군 일광읍 삼성리 768,35.2644976862,129.2204780391,스마트그늘막,,2020,3,5.4,부산광역시 기장군,051-709-4119,2025-01-07,3400000,부산광역시 기장군
타이어프로 맞은편 (315대로 458 앞),경상남도,창원시,,경상남도 창원시 마산합포구 상남동 317,35.21445277,128.5767772,접이식그늘막,,2018,,,경상남도 창원시,055-220-4654,2025-01-01,5670000,경상남도 창원시
타이어프로 맞은편,경상남도,창원시,,경상남도 창원시 마산합포구 상남동 162-253,35.21304038,128.5760497,접이식그늘막,,2018,,,경상남도 창원시,055-220-4654,2025-01-01,5670000,경상남도 창원시
우신타워 앞  삼각지,경상남도,창원시,,경상남도 창원시 마산합포구 상남동 102-2,35.210834,128.5735699523,접이식그늘막,,2019,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
진동삼거리 서쪽(진동우체국 인근),경상남도,창원시,,경상남도 창원시 마산합포구 진동면 진동리 491-3,35.1163565,128.4883019,접이식그늘막,,2020,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
대방IC 입구,경상남도,창원시,,경상남도 창원시 성산구 대방동 377-2,35.20536118,128.7117479,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
대방버스 종점,경상남도,창원시,,경상남도 창원시 성산구 남산동 산 19-7,35.20248616,128.7049763,접이식그늘막,,2021,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
상남교회 맞은편,경상남도,창원시,,경상남도 창원시 성산구 사파정동 628-6,35.21831268,128.7013506,접이식그늘막,,2022,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
창원시 성산구 창이대로 681 창원지방검찰청 앞,경상남도,창원시,,경상남도 창원시 성산구 사파동 501-1,35.2276694,128.6971964,스마트그늘막,,2023,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
성산구 대방동 대방초등학교 사거리,경상남도,창원시,,경상남도 창원시 성산구 대방동 1128-7,35.2116216,128.7057862,스마트그늘막,,2023,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
성산구 창이대로689번길 4-4 스타벅스 창원사파점 앞,경상남도,창원시,,경상남도 창원시 성산구 사파동 501-1,35.2276694,128.6971964,스마트그늘막,,2023,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
성산구 신사로 173 상남교회 앞,경상남도,창원시,,경상남도 창원시 성산구 사파동 526,35.21973076,128.7013451,스마트그늘막,,2023,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
"성산구 대광빌딩(창이대로684번길 2) 앞, 경남지방법원 맞은편",경상남도,창원시,,경상남도 창원시 성산구 사파동 501-1,35.2276694,128.6971964,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
성산구 경남지방법원(창이대로 681) 정문 앞,경상남도,창원시,,경상남도 창원시 성산구 사파동 501-1,35.2276694,128.6971964,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
상남도서관 맞은 편,경상남도,창원시,,경상남도 창원시 성산구 사파동 155,35.21421556,128.6970165,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주동 버스종점  사거리,경상남도,창원시,,경상남도 창원시 성산구 남산동 697-1,35.20076156,128.7034209,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
개나리3차 아파트 앞,경상남도,창원시,,경상남도 창원시 성산구 대방동 317-3,35.21237071,128.7051272,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
가음정사거리 습지공원 앞,경상남도,창원시,,경상남도 창원시 성산구 가음정동 405,35.2062168,128.6904782,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
기아교 인근,경상남도,창원시,,경상남도 창원시 성산구 남산동 600,35.2021212,128.6890492,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주광장교차로 북쪽 교통섬(남산녹지공원 방면),경상남도,창원시,경상남도 창원시 성산구 창원대로 1035 (가음동),경상남도 창원시 성산구 가음동 28,35.20169801,128.6989229,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
해운중학교  로터리,경상남도,창원시,,경상남도 창원시 마산합포구 월영동 621-108,35.177216,128.5642223,접이식그늘막,,2019,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
한일비치맨션 앞,경상남도,창원시,"경상남도 창원시 마산합포구 월영동남로 22 (해운동, 한일비치맨션)",경상남도 창원시 마산합포구 해운동 53,35.17782807,128.5670116,접이식그늘막,,2021,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
남정초등학교 정문 맞은편,경상남도,창원시,경상남도 창원시 성산구 원이대로878번길 39 (가음동),경상남도 창원시 성산구 가음동 12-1,35.21054299,128.6908868,접이식그늘막,,2021,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주동행정복지센터 앞,경상남도,창원시,경상남도 창원시 성산구 공단로 828 (천선동),경상남도 창원시 성산구 성주동 500-6,35.18392972,128.7019395,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주광장교차로 남쪽 교통섬(성산구청 앞),경상남도,창원시,,경상남도 창원시 성산구 성주동 5-1,35.19879676,128.7020134,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
프리빌리지 아파트 101동 부근,경상남도,창원시,,경상남도 창원시 성산구 성주동 528-2,35.20224681,128.708082,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주광장교차로 동쪽 교통섬,경상남도,창원시,,경상남도 창원시 성산구 남산동 산49-7,35.19946168,128.7027707,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주광잘교차로 서쪽 교통섬(성주로 147 앞),경상남도,창원시,,경상남도 창원시 성산구 남산동 602,35.19878546,128.7016257,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
삼정자중학교 부근 사거리(유니온빌리지 맞은편),경상남도,창원시,,경상남도 창원시 성산구 성주동 534-9,35.19996661,128.7129392,접이식그늘막,,2021,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성주동행정복지센터(성산구 공단로 735) 앞,경상남도,창원시,경상남도 창원시 성산구 공단로 828 (천선동),경상남도 창원시 성산구 성주동 500-6,35.18392972,128.7019395,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
CGV 사거리(2),부산광역시,기장군,,부산광역시 기장군 정관읍 매학리 735,35.3196014209,129.1779116778,스마트그늘막,,2022,3,4.4,부산광역시 기장군,051-709-4119,2025-01-07,3400000,부산광역시 기장군
양곡교회 앞,경상남도,창원시,,경상남도 창원시 성산구 신촌동 50,35.20021728,128.6300018,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
남창원역사거리 북쪽 교통섬,경상남도,창원시,,경상남도 창원시 성산구 웅남동 69,35.20983005,128.6582146,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
남창원역사거리 서쪽 교통섬,경상남도,창원시,,경상남도 창원시 성산구 웅남동 69,35.20983005,128.6582146,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
남창원역사거리 동쪽 교통섬,경상남도,창원시,,경상남도 창원시 성산구 웅남동 69,35.20983005,128.6582146,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
남창원역사거리 남쪽 교통섬,경상남도,창원시,,경상남도 창원시 성산구 웅남동 69,35.20983005,128.6582146,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
진동교차로 북쪽 삼각지,경상남도,창원시,경상남도 창원시 마산합포구 진동면 삼진의거대로 621,경상남도 창원시 마산합포구 진동면 진동리 635,35.11497401,128.4858163,접이식그늘막,,2019,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
서원곡 입구 삼각지,경상남도,창원시,,경상남도 창원시 마산합포구 교방동 388,35.21323631,128.5622413,접이식그늘막,,2020,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
북성로사거리 노산동 우신타워(마산합포구 천하장사로 87) 앞 교통섬,경상남도,창원시,,경상남도 창원시 마산합포구 상남동 102-2,35.210838,128.5735699523,스마트그늘막,,2024,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
한일유앤아이아파크(마산합포구 진동면 진북산업로 58) 101동 앞,경상남도,창원시,,경상남도 창원시 마산합포구 진동면 진동리 603-11,35.12045434,128.4881902,스마트그늘막,,2024,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
현동 LH아파트 앞 횡단보도,경상남도,창원시,,경상남도 창원시 마산합포구 우산동 144,35.152665,128.5526319,접이식그늘막,,2018,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
현동초등학교 앞 사거리 횡단보도,경상남도,창원시,,경상남도 창원시 마산합포구 현동 1296,35.1464526,128.5579833,접이식그늘막,,2018,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
현동초등학교 앞 사거리,경상남도,창원시,,경상남도 창원시 마산합포구 현동 1292,35.145937,128.5567626,접이식그늘막,,2020,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
중흥3차 앞 횡단보도 상가 맞은편,경상남도,창원시,,경상남도 창원시 마산합포구 현동 1296,35.14643113,128.5579833,접이식그늘막,,2021,,,경상남도 창원시,055-220-4656,2025-01-01,5670000,경상남도 창원시
중흥3차 앞 횡단보도 코오롱아파트 쪽,경상남도,창원시,,경상남도 창원시 마산합포구 현동 1296,35.14643113,128.5579833,접이식그늘막,,2021,,,경상남도 창원시,055-220-4656,2025-01-01,5670000,경상남도 창원시
현동 초등학교 앞 횡단보도 코오롱아파트 쪽,경상남도,창원시,,경상남도 창원시 마산합포구 현동 1399,35.14465951,128.5569516,접이식그늘막,,2021,,,경상남도 창원시,055-220-4656,2025-01-01,5670000,경상남도 창원시
LH1단지 앞 횡단보도,경상남도,창원시,,경상남도 창원시 마산합포구 우산동 144,35.152665,128.5526319,접이식그늘막,,2021,,,경상남도 창원시,055-220-4656,2025-01-01,5670000,경상남도 창원시
우산천 산책로 앞 횡단보도 하천쪽,경상남도,창원시,,경상남도 창원시 마산합포구 현동 1297,35.14245718,128.5597144,접이식그늘막,,2021,,,경상남도 창원시,055-220-4656,2025-01-01,5670000,경상남도 창원시
현동초등학교 앞 사거리 횡단보도 [인근번지: 마산합포구 현동 1388],경상남도,창원시,,경상남도 창원시 마산합포구 현동 1296,35.14643113,128.5579833,스마트그늘막,,2023,,,경상남도 창원시,055-220-4657,2025-01-01,5670000,경상남도 창원시
옥동교차로 부근,경상남도,창원시,,경상남도 창원시 마산합포구 우산동 144,35.152665,128.5526319,접이식그늘막,,2018,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
타이이프로(마산합포구 315대로 447) 맞은편 교통섬 북쪽,경상남도,창원시,,경상남도 창원시 마산합포구 상남동 317-12,35.21496352,128.5762807,접이식그늘막,,2018,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
평화리버타운(마산합포구 월영동11길 29 앞) 삼거리,경상남도,창원시,,경상남도 창원시 마산합포구 해운동 55,35.17912959,128.5666345,접이식그늘막,,2018,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
타이이프로(마산합포구 315대로 447) 맞은편 교통섬 남쪽,경상남도,창원시,,경상남도 창원시 마산합포구 상남동 162-253,35.21304038,128.5760497,접이식그늘막,,2018,,,경상남도 창원시,055-220-4629,2025-01-01,5670000,경상남도 창원시
남정초등학교 정문,경상남도,창원시,경상남도 창원시 성산구 원이대로878번길 30 (가음동),경상남도 창원시 성산구 가음동 11,35.21084962,128.6921158,접이식그늘막,,2021,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
대동백화점 앞,경상남도,창원시,경상남도 창원시 성산구 토월로 140 (상남동),경상남도 창원시 성산구 상남동 503,35.22158721,128.6894112,접이식그늘막,,2018,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
시민생활체육공원 앞 교통섬,경상남도,창원시,,경상남도 창원시 성산구 상남동 503,35.22158721,128.6894112,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
센텀빌딩 앞,경상남도,창원시,경상남도 창원시 성산구 단정로 22 (상남동),경상남도 창원시 성산구 상남동 35-1,35.21989352,128.6827955,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
웅남초등학교 후문 앞,경상남도,창원시,경상남도 창원시 성산구 단정로 75 (상남동),경상남도 창원시 성산구 상남동 44-3,35.21766862,128.6876607,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
한국은행 사거리,경상남도,창원시,경상남도 창원시 성산구 토월로 140 (상남동),경상남도 창원시 성산구 상남동 503,35.22158721,128.6894112,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
스타벅스 앞 횡단보도,경상남도,창원시,경상남도 창원시 성산구 상남로 88 (상남동),경상남도 창원시 성산구 상남동 26-4,35.221261,128.6812258,접이식그늘막,,2021,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
농협 맞은 편,경상남도,창원시,경상남도 창원시 성산구 단정로 75 (상남동),경상남도 창원시 성산구 상남동 44-3,35.21766862,128.6876607,접이식그늘막,,2022,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
성산구 은아아파트사거리 미도빌딩(마디미로 2) 앞,경상남도,창원시,경상남도 창원시 성산구 토월로 140 (상남동),경상남도 창원시 성산구 상남동 503,35.22158721,128.6894112,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
성산구 은아아파트사거리 창원메디컬빌딩(원이대로 664) 앞,경상남도,창원시,경상남도 창원시 성산구 토월로 140 (상남동),경상남도 창원시 성산구 상남동 503,35.22158721,128.6894112,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
동양무궁화아파트 앞,경상남도,창원시,,경상남도 창원시 성산구 사파동 503,35.21711311,128.6943051,접이식그늘막,,2018,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
사파동 무궁화아파트(동산로 148) 6동 앞,경상남도,창원시,,경상남도 창원시 성산구 사파동 503,35.21711311,128.6943051,접이식그늘막,,,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
불곡사 사거리,경상남도,창원시,,경상남도 창원시 성산구 사파정동 60,35.21468454,128.7049863,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
토월성원아파트 맞은 편,경상남도,창원시,경상남도 창원시 성산구 토월로 140 (상남동),경상남도 창원시 성산구 상남동 503,35.22158721,128.6894112,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
법원사거리,경상남도,창원시,,경상남도 창원시 성산구 사파동 501-1,35.2276694,128.6971964,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
불곡사  사거리,경상남도,창원시,,경상남도 창원시 성산구 사파정동 62-2,35.21498382,128.7045114,접이식그늘막,,2019,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
인근번지: 성산구 중앙대로 181/성산아트홀 방면 삼각지,경상남도,창원시,경상남도 창원시 성산구 중앙대로 241 (용호동),경상남도 창원시 성산구 용호동 500,35.23422168,128.6878691,스마트그늘막,,,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
KBS사거리 (인근번지: 성산구 중앙대로 178/KBS홀 방면 삼각지),경상남도,창원시,,경상남도 창원시 성산구 신월동 501-41,35.23191536,128.6871716,스마트그늘막,,2023,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
"성산구 한국노총경남본부, 경남은행(원이대로 581) 앞",경상남도,창원시,"경상남도 창원시 성산구 원이대로579번길 13 (용호동, 용지 아이파크)",경상남도 창원시 성산구 용호동 505,35.23035871,128.6781062,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
롯데마트 앞,경상남도,창원시,경상남도 창원시 성산구 중앙대로 123 (중앙동),경상남도 창원시 성산구 중앙동 92,35.22555383,128.6802772,접이식그늘막,,2018,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
창원광장 앞 중앙대로,경상남도,창원시,,경상남도 창원시 성산구 상남동 501-5,35.2248334,128.6811595,접이식그늘막,,2018,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
롯데백화점 앞,경상남도,창원시,,경상남도 창원시 성산구 상남동 501-5,35.2248334,128.6811595,접이식그늘막,,2018,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
두대교사거리,경상남도,창원시,,경상남도 창원시 성산구 대원동 520,35.2341805,128.6506236,접이식그늘막,,2018,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
중앙사거리 S&T 저축은행 앞,경상남도,창원시,,경상남도 창원시 성산구 중앙동 501-3,35.22041415,128.676942,접이식그늘막,,2019,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
중앙사거리 삼성생명 앞,경상남도,창원시,,경상남도 창원시 성산구 상남동 501-1,35.22030329,128.6773166,접이식그늘막,,2019,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
중앙사거리 하나은행 앞,경상남도,창원시,,경상남도 창원시 성산구 상남동 501-1,35.22030329,128.6773166,접이식그늘막,,2019,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
내동공원 앞,경상남도,창원시,,경상남도 창원시 성산구 내동 332-6,35.2201025,128.6666874,접이식그늘막,,2020,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
스포츠파크 용지사거리 스포츠파크 방면,경상남도,창원시,,경상남도 창원시 성산구 중앙동 516-2,35.23055041,128.6745927,접이식그늘막,,2021,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
107동 방면 정문 앞,경상남도,창원시,"경상남도 창원시 성산구 토월로27번길 18 (상남동, 상남 꿈에그린)",경상남도 창원시 성산구 상남동 65-1,35.21454179,128.6811108,접이식그늘막,,2021,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
스포츠파크 정문,경상남도,창원시,경상남도 창원시 성산구 원이대로 470 (중앙동),경상남도 창원시 성산구 중앙동 1,35.2320602,128.6679962,접이식그늘막,,2021,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
정우상가 맞은 편,경상남도,창원시,,경상남도 창원시 성산구 중앙동 516-3,35.23044961,128.6749979,스마트그늘막,,2018,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
고인돌 사거리,경상남도,창원시,,경상남도 창원시 성산구 상남동 518-3,35.22128664,128.6836146,접이식그늘막,,2018,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
시티세븐 맞은편,경상남도,창원시,,경상남도 창원시 성산구 반지동 505-2,35.23972421,128.656544,접이식그늘막,,2018,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
원이대로 중앙중사거리 남쪽 교통섬,경상남도,창원시,,경상남도 창원시 성산구 반지동 505-2,35.23972421,128.656544,접이식그늘막,,2019,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
원이대로 중앙중사거리 서쪽(창원컨벤션센터 앞),경상남도,창원시,,경상남도 창원시 성산구 반지동 505-2,35.23972421,128.656544,접이식그늘막,,2019,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
용호초등학교사거리,경상남도,창원시,,경상남도 창원시 성산구 반림동 502-1,35.23379785,128.6696909,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
상가 앞,경상남도,창원시,"경상남도 창원시 성산구 원이대로 495 (반림동, 트리비앙아파트)",경상남도 창원시 성산구 반림동 18,35.2333269,128.6736987,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
노블파크 남문,경상남도,창원시,,경상남도 창원시 성산구 반림동 511,35.2351954,128.6665383,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
노블파크 서문,경상남도,창원시,,경상남도 창원시 성산구 반림동 501,35.2374277,128.6651359,접이식그늘막,,2020,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
창원천 방면,경상남도,창원시,,경상남도 창원시 성산구 용호동 501-1,35.24180876,128.6819851,접이식그늘막,,2021,,,경상남도 창원시,055-272-4653,2025-01-01,5670000,경상남도 창원시
용지아이파크(성산구 원이대로579번길 13) 서문 경비실 앞(용호동 72 인근),경상남도,창원시,,경상남도 창원시 성산구 용호동 500-21,35.2310968,128.6766493,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
트리비앙(원이대로 495) 정문 앞(217동 앞),경상남도,창원시,,경상남도 창원시 성산구 반림동 502-1,35.23379785,128.6696909,스마트그늘막,,2024,,,경상남도 창원시,055-272-4655,2025-01-01,5670000,경상남도 창원시
용지아이파크 정문 앞,경상남도,창원시,"경상남도 창원시 성산구 원이대로579번길 13 (용호동, 용지 아이파크)",경상남도 창원시 성산구 용호동 70,35.23035871,128.6781062,접이식그늘막,,2020,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
CU편의점 맞은 편,경상남도,창원시,경상남도 창원시 성산구 용지로169번길 15 (용호동),경상남도 창원시 성산구 용호동 73-1,35.23066388,128.6806981,접이식그늘막,,2020,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
용지더샵레이크파크 정문 앞 신호등 부근,경상남도,창원시,"경상남도 창원시 성산구 외동반림로 156 (용호동, 용지 더샵 레이크파크)",경상남도 창원시 성산구 용호동 69,35.23173782,128.6751048,접이식그늘막,,2021,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
시청사거리 시청 방면,경상남도,창원시,,경상남도 창원시 성산구 용호동 500-6,35.22794544,128.6833319,스마트그늘막,,2022,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
시청사거리 정우상가 방면,경상남도,창원시,,경상남도 창원시 성산구 용호동 505,35.2295489,128.6770183,스마트그늘막,,2022,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
통계청 맞은 편 횡단보도,경상남도,창원시,경상남도 창원시 성산구 상남로 264 (신월동),경상남도 창원시 성산구 신월동 1-1,35.23435499,128.6922167,스마트그늘막,,2022,,,경상남도 창원시,055-272-5563,2025-01-01,5670000,경상남도 창원시
의창구 도계동 보훈회관(원이대로56번길 2-1) 앞,경상남도,창원시,,경상남도 창원시 의창구 도계동 458-6,35.25793946,128.6333107,스마트그늘막,,2024,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
명곡광장 교차로1,경상남도,창원시,,경상남도 창원시 의창구 봉곡동 512,35.24193523,128.6510705,접이식그늘막,,2018,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
명곡광장 교차로2,경상남도,창원시,,경상남도 창원시 의창구 봉곡동 512,35.2419625,128.6510705,접이식그늘막,,2018,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
봉림동 주민센터 앞,경상남도,창원시,,경상남도 창원시 의창구 봉림동 791-32,35.25154743,128.6678838,접이식그늘막,,2018,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
창원중앙역 광장,경상남도,창원시,경상남도 창원시 의창구 상남로 381 (용동),경상남도 창원시 의창구 용동 144-6,35.2422531,128.7013089,접이식그늘막,,2019,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
창원중앙역 주차장 부근,경상남도,창원시,,경상남도 창원시 의창구 용동 144-10,35.24141021,128.7015054,접이식그늘막,,2019,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
경찰청 사거리,경상남도,창원시,,경상남도 창원시 의창구 사림동 501-2,35.23600309,128.6911009,접이식그늘막,,2019,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
경찰청사거리,경상남도,창원시,,경상남도 창원시 의창구 사림동 501-2,35.23600309,128.6911009,접이식그늘막,,2019,,,경상남도 창원시,055-212-4655,2025-01-01,5670000,경상남도 창원시
